ID,Genres,Avg_Rating,Num_Ratings
185,Thriller,4.38,397516
185,Historical Fiction,4.38,397516
185,Mystery,4.38,397516
185,Novels,4.38,397516
196,Graphic Novels,4.37,537909
196,Comics,4.37,537909
196,Fiction,4.37,537909
196,Science Fiction,4.37,537909
196,Fantasy,4.37,537909
196,Graphic Novels Comics,4.37,537909
196,Comic Book,4.37,537909
197,Historical Fiction,4.44,157178
197,Fiction,4.44,157178
197,Classics,4.44,157178
197,Historical,4.44,157178
197,African American,4.44,157178
197,Africa,4.44,157178
197,Race,4.44,157178
208,Christian,4.35,378880
208,Nonfiction,4.35,378880
208,Religion,4.35,378880
208,Theology,4.35,378880
208,Christianity,4.35,378880
208,Classics,4.35,378880
208,Philosophy,4.35,378880
215,History,4.52,27003
215,Nonfiction,4.52,27003
215,Politics,4.52,27003
215,Classics,4.52,27003
215,Philosophy,4.52,27003
215,Law,4.52,27003
215,Reference,4.52,27003
218,Graphic Novels,4.57,199887
218,Comics,4.57,199887
218,Nonfiction,4.57,199887
218,History,4.57,199887
218,Biography,4.57,199887
218,Memoir,4.57,199887
218,Historical,4.57,199887
219,Science Fiction,4.38,313695
219,Fiction,4.38,313695
219,Humor,4.38,313695
219,Fantasy,4.38,313695
219,Classics,4.38,313695
219,Comedy,4.38,313695
219,Science Fiction Fantasy,4.38,313695
221,History,4.34,156966
221,Nonfiction,4.34,156966
221,Classics,4.34,156966
221,Holocaust,4.34,156966
221,War,4.34,156966
221,Historical,4.34,156966
221,World War II,4.34,156966
222,Nonfiction,4.35,254482
222,Biography,4.35,254482
222,History,4.35,254482
222,Memoir,4.35,254482
222,Autobiography,4.35,254482
222,Race,4.35,254482
222,Politics,4.35,254482
223,Comics,4.64,118695
223,Humor,4.64,118695
223,Graphic Novels,4.64,118695
223,Fiction,4.64,118695
223,Childrens,4.64,118695
223,Graphic Novels Comics,4.64,118695
223,Comedy,4.64,118695
245,Nonfiction,4.87,1068
245,Self Help,4.87,1068
245,Memoir,4.87,1068
245,Mental Health,4.87,1068
245,Biography,4.87,1068
260,Philosophy,4.3,146590
260,Nonfiction,4.3,146590
